Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,vmaf,
164,46.568151,0.000000,14.211373,0.996598,0.985366,0.977271,0.973565,0.983872,0.991827,0.789681,0.957699,0.978110,0.986675,92.020309,
165,21.575780,0.000000,0.000000,0.799009,0.672984,0.936701,0.771969,0.592327,0.618624,0.424900,0.473418,0.473805,0.461244,0.000000,
166,21.436910,8.754574,8.754574,0.795665,0.645425,0.938385,0.755455,0.634190,0.547973,0.424536,0.471582,0.472825,0.461287,3.090733,
167,46.224527,14.197528,16.943111,0.996682,0.987690,0.981555,0.972548,0.986034,0.994436,0.777695,0.955025,0.977490,0.986904,100.000000,
168,45.625819,0.000000,14.197528,0.996642,0.984366,0.979857,0.969709,0.977333,0.992974,0.763388,0.950434,0.975415,0.985758,91.605784,
169,19.311457,0.000000,0.000000,0.723260,0.657346,0.952970,0.759420,0.603710,0.583558,0.368438,0.418014,0.417038,0.404771,0.000000,
170,21.216513,12.942602,12.942602,0.779104,0.589441,0.941958,0.704826,0.533668,0.506936,0.373605,0.429937,0.438091,0.442283,0.571485,
171,46.083353,0.000000,13.939148,0.996925,0.984849,0.982811,0.968066,0.981942,0.990934,0.781525,0.954969,0.977413,0.987294,91.922196,
172,23.455791,0.000000,0.000000,0.858026,0.629330,0.948206,0.727384,0.558392,0.568963,0.420239,0.501163,0.525448,0.555433,0.000000,
173,20.906277,5.903700,5.903700,0.782878,0.639925,0.941300,0.721518,0.642935,0.551007,0.384815,0.444946,0.453889,0.452991,0.698556,
174,45.218591,0.000000,15.702998,0.996692,0.982140,0.976674,0.964546,0.979616,0.989101,0.755332,0.950263,0.974983,0.985552,91.095326,
175,22.827133,0.000000,0.000000,0.848592,0.732490,0.950298,0.860632,0.742642,0.647486,0.439072,0.523770,0.543637,0.561188,10.251246,
176,21.621975,6.561697,6.561697,0.803070,0.574356,0.912146,0.642484,0.474530,0.542247,0.387921,0.452595,0.466271,0.478088,0.000000,
177,20.876169,7.823874,7.823874,0.775503,0.631251,0.947941,0.769407,0.578004,0.555667,0.384095,0.438351,0.445426,0.446032,1.240234,
178,45.634563,0.000000,13.549191,0.996790,0.985466,0.978871,0.964074,0.981082,0.994362,0.769647,0.953476,0.976662,0.986638,91.974044,
179,22.507809,0.000000,0.000000,0.832503,0.654340,0.932671,0.772647,0.581240,0.602096,0.401422,0.469022,0.485622,0.502864,0.000000,
